 ,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parallel Algorithm Span/Depth,Parallel Algorithm Span References,Parallel Algorithm Work,Parallel Algorithm Work References,Reference mentions work efficiency?,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,Notes,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
13,Strongly Connected Components,1,connected components in undirected graph,,,,,,,,,,"Kruskal, Rudolph, Snir",1990,https://link.springer.com/article/10.1007/BF01840376,,,,,,,,P(m/p*log(n)/log(m/(p^2*log(p))) + n/p*log(p)),P(m/p*log(n)/log(m/(p^2*log(p))) + n/p*log(p)),,P(m*log(n)/log(m/(p^2*log(p))) + n*log(p)),,,"n: number of nodes
m: number of edges
p: number of processors",,,,MIMD EREW,,,,,,,,,0,,0,,0,1,"p <= m^{1/2-eps} for any eps>0
log p <= m/n",0,0,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,1,biconnected components,,,,,,,,,,"Kruskal, Rudolph, Snir",1990,https://link.springer.com/article/10.1007/BF01840376,,,,,,,,P(m/p*log(n)/log(m/(p^2*log(p))) + n/p*log(p)),P(m/p*log(n)/log(m/(p^2*log(p))) + n/p*log(p)),,P(m*log(n)/log(m/(p^2*log(p))) + n*log(p)),,,"n: number of nodes
m: number of edges
p: number of processors",,,,MIMD EREW,,,,,,,,,0,,0,,0,1,"p <= m^{1/2-eps} for any eps>0
log p <= m/n",0,0,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,0,,,,,,,,,,,"Gazit, Miller",1988,http://www.cs.cmu.edu/~glmiller/Publications/GaMi88.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anna.fi.muni.cz/~xbarnat/Doc/barnat_hab_cela.pdf#page=115,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,0,,,,,,,,,,,"Cole, Vishkin",1989,https://www.sciencedirect.com/science/article/pii/0890540189900369/pdf?md5=78fcc1ee8f52d0433144fd3e62697bd8&pid=1-s2.0-0890540189900369-main.pdf,,,,,,,,O(log^2 n),,,,,,,,,,,,,,,,,,,,,,,,,n^{2.376},,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,1,planar directed graph,,,,,,,,,,Kao,1993,https://epubs.siam.org/doi/pdf/10.1137/0222032,,,,,,,,O(log^3 n),O(log^3 n),,O(n log^2 n),,,,,,,Arbitrary CRCW PRAM,,,,,,,,,0,,0,,0,1,n/log n,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,0,planar graph,,,,,,,,,,Bader,1999,https://digitalrepository.unm.edu/cgi/viewcontent.cgi?article=1044&context=ece_rpts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,1,,,,,,,,,,,Schudy,2008,https://dl.acm.org/doi/pdf/10.1145/1378533.1378560,,,,,,,,O(τ log^2 n),O(τ log^2 n),,O(pτ log^2 n),,,"n: number of nodes
p: number of processors
τ: runtime for a multi-source reachability query executed in parallel on p processors",,,,CRCW PRAM,,,,,,,,,1,Las-Vegas,0,,,1,p,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,1,,,,,,,,,,,Bloemen,2015,http://essay.utwente.nl/67128/1/Bloemen_MA_EEMCS.pdf,,,,,,,,O(|V| + |E|),O(|V| + |E|),,O(P · (|V| + |E|)),,,"V: number of vertices
E: number of edges
P: number of processors",,,,Unlisted (SIMD?),,,,,,,,,0,,0,,0,1,P,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,1,,,,,,,"Span: O(log n)*O(reachability span) guaranteed
Work: O(reachability work)",,,,"Tomkins, Smith, Amato, Rauchwerger",2015,https://ldhulipala.github.io/readings/lognsquare-scc.pdf,,,,,,,,-,-,,-,,,n: number of nodes,,,,RB-SCC,,,,,,,,,1,Las Vegas,0,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,1,,,,,,,"Span: O(log n)*O(reachability span) guaranteed
Work: O(m) guaranteed",,,,"Tomkins, Smith, Amato, Rauchwerger",2015,https://ldhulipala.github.io/readings/lognsquare-scc.pdf,,,,,,,,-,-,,-,,,"n: number of nodes
m: number of edges",,,,RB-SCC,,,,,,,,,1,Las Vegas,0,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,0,,,,,,,,,,,Ja'Ja',1978,"J. Ja'Ja', ""Graph Connectivity Problems on Parallel Computers,"" TR GS-78-05, Dept. of Computer Science, Penn. State Univ., PA, 1978.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,0,,,,,,,,,,,"Fleischer, Hendrickson, Pınar",2000,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=4190183d58ff310dc61e833651c4147ef0dfc487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anna.fi.muni.cz/~xbarnat/Doc/barnat_hab_cela.pdf#page=115,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,1,biconnectivity of the complement of a given graph,,,,,,,,,,"Nikolopoulos, Palios",2007,https://www.sciencedirect.com/science/article/pii/S0166218X07000625,,,,,,,,O(log^2 n),O(log^2 n),,O(n+m),,,,,,,CREW PRAM,,,,,,,,,0,,0,,0,1,O((n+m)/log n),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,1,connected components of the complement of an undirected graph,,,,,,,,,,"Nikolopoulos, Palios",2007,https://www.sciencedirect.com/science/article/pii/S0166218X07000625,,,,,,,,O(log^2 n),O(log n),,O(n+m),,,,,,,CREW PRAM,,,,,,,,,0,,0,,0,1,O((n+m)/log^2 n),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,1,SCC of the complement of a given graph,,,,,,,,,,"Nikolopoulos, Palios",2007,https://www.sciencedirect.com/science/article/pii/S0166218X07000625,,,,,,,,O(log^2 n),O(log^2 n),,O(m^{1.188}*log n),,,,,,,CREW PRAM,,,,,,,,,0,,0,,0,1,O(m^{1.188}/log n),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,0,,,,,,,,,,,"POGORILYY, LOZYTSKYI ",2007,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2cfe35edfe3c6ca25b10cad7811786a80ff69cf0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,1,undirected graph; also transitive closure of a symmetric Boolean matrix,,,,,,,,,,"Hirschberg, Chandra, Sarwate",1979,https://dl.acm.org/doi/pdf/10.1145/359138.359141,,,,,,,,O(log^2(n)),O(log^2(n)),,O(n^2*log(n)),,,n: number of vertices,,,,SIMD-SM CREW,,,,,,,,,0,,0,,0,1,n ceilling(n/log^2(n)),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,1,,,,,,,"Expected time: O((n/r)*log^2(r)*log(n))
Expected work: O(nr^2*log^2(r)*log(n))",,,,Spencer,1997,https://dl.acm.org/doi/pdf/10.1145/265910.265923,,,,,,,,,,,,,,"n: number of vertices
m: number of edges
r: in range sqrt(m/n) <= r <= n
(r^3: number of processors)",,,,probabilitistic EREW PRAM,,,,,,,,,1,,0,,0,1,r^3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,0,,,,,,,,,,,"Coppersmith, Fleischer, Hendrickson, Pinar",2005,"D. Coppersmith, L. Fleischer, B. Hendrickson, and A. Pinar. A divide-and-conquer algorithm for identifying strongly connected components. Technical Report RC23744, IBM Research, 2005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,0,,,,,,,,,,,"Slota, Rajamanickam, Madduri",2013,https://www.osti.gov/servlets/purl/1115145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,0,,,,,,,,,,,"Hong, Rodia, Olukotun",2013,https://ppl.stanford.edu/papers/sc13-hong.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,1,,,,,,,"Expected time: \tilde{O}(t)
Expected work: \tilde{O}(n^3/t^2 + m)",,,,Spencer,1991,https://dl.acm.org/doi/pdf/10.1145/113379.113387,,,,,,,,,,,,,,"n: number of vertices
m: number of edges
t: longest shortest path?",,,,probabilitistic EREW PRAM,,,,,,,,,1,Las Vegas,0,,0,1,\tilde{O}(n^3/t^3 + m/t),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,1,,,,,,,"Expected time: \tilde{O}(t)
Expected work: \tilde{O}(mn/t + n^3/t^3)",,,,Spencer,1991,https://dl.acm.org/doi/pdf/10.1145/113379.113387,,,,,,,,,,,,,,"n: number of vertices
m: number of edges
t: longest shortest path?",,,,probabilitistic EREW PRAM,,,,,,,,,1,Las Vegas,0,,0,1,\tilde{O}(mn/t^2 + n^3/t^4),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,1,,,,,,,"Expected time: \tilde{O}(t)
Expected work: \tilde{O}(mn + n^3/t^5)",,,,Spencer,1991,https://dl.acm.org/doi/pdf/10.1145/113379.113387,,,,,,,,,,,,,,"n: number of vertices
m: number of edges
t: longest shortest path?",,,,probabilitistic EREW PRAM,,,,,,,,,1,Monte Carlo,0,,0,1,\tilde{O}(mn/t + n^3/t^6),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,"Undirected, General MST",163,Parallel algorithm,,1,1,O(E log(V)/p),,,[https://www.sciencedirect.com/science/article/pii/S0743731506001262 Bader & Cong Parallel Implementation  (2006)],Bader & Cong Parallel Implementation ,2006,https://www.sciencedirect.com/science/article/pii/S0743731506001262,,,,0,0,5.01,"E: 3,
V: 5.01",O(E \log(V)/p),$O(E\log(V)/p)$,https://www.sciencedirect.com/science/article/pii/S0743731506001262,$O(E\log(V)$,https://www.sciencedirect.com/science/article/pii/S0743731506001262,only experimentally?,"V: number of vertices
E: number of edges
U: maximum edge weight
p: number of processors",V,https://www.sciencedirect.com/science/article/pii/S0743731506001262,0,PRAM/SMPs?,words,3,"V: 3,
E: 1",O(V) total,Initializes and uses a constant number of arrays of size O(V) (and does work similar to work done in Boruvka/Prim algorithm),1,0,,0,,0,,0,1,p,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,,"V:E
5:7",,,,,,,8.7,583.3333333,,,,,,,,5,,,Combinatorics
14,Minimum Spanning Tree (MST),0.001,,,,,,,,,,"[https://dl.acm.org/doi/pdf/10.1145/2145816.2145842 Nobari, Cao, Karras, Bressan (2012)]","Nobari, Cao, Karras, Bressan",2012,https://dl.acm.org/doi/pdf/10.1145/2145816.2145842,,,,,,,,O(E\log(V)),,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Kruskal method,,,,,,,,Levitt and Kautz ,1972,https://dl.acm.org/doi/abs/10.1145/361573.361576,,,,,,,,O(n^2),O(n),,O(n^3),,,n: number of vertices,,,,"""Systolic array""",,,,,,,,,0,,0,,0,1,O(n^2),0,,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,Levitt and Kautz ,1972,https://dl.acm.org/doi/abs/10.1145/361573.361576,,,,,,,,,O(N-n+1),,O(N*n^2),,,"n: number of vertices
N: number of edges",,,,"""Systolic array""",,,,,,,,,0,,0,,0,1,O(n^2),0,,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Sollin method,,,,,,,,Levitt and Kautz ,1972,https://dl.acm.org/doi/abs/10.1145/361573.361576,,,,,,,,,O(log n),,O(n^2*log n),,,n: number of vertices,,,,"""Systolic array""",,,,,,,,,0,,0,,0,1,O(n^2),0,,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),0.001,"connected, undirected, weighted",,Sollin method,,,,,,,,Savage,1977,https://www.proquest.com/docview/302856503?pq-origsite=gscholar&fromopenview=true,,,,,,,,O(log^2(n)),,,O(n^2) ??,,"yes? speedup=O(n^2/log^2(n))
efficiency=O(1/log(n))",n: number of vertices,,,,SIMD-SM-R (CREW PRAM?),,,,,,,,,,,,,,1,n^2/log(n),,,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2516,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,nonnegative weights,,Prim-Dijkstra method,,,,,,,,Bentley,1980,https://www.sciencedirect.com/science/article/pii/0196677480900048,,,,,,,,O(n log(n)),O(n log(n)),,O(n^2),,,n: number of vertices,,,,tree machine,,,,,,,,,0,,0,,0,1,n/log(n),0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2517,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),0,,,Prim-Dijkstra method or Solin ??,,,,,,,,Deo and Yoo,1981,"DEO, N., AND YOO, Y. B. 1981. Parallel algorithms for the minimum spanning tree problem.",,,,,,,,,,,,,,,,,,MIMD-TC,,,,,,,,,,,,,,1,,,,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2518,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Sollin method,,,,,,,,Savage and Ja'Ja',1981,https://epubs.siam.org/doi/abs/10.1137/0210051,,,,,,,,O(log^2(n)),O(log^2(n)),,O(n^2*log^2(n)),,,n: number of vertices,,,,SIMD-SM-SR (CREW PRAM),,,,,,,,,0,,0,,0,1,n^2,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2519,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Sollin method,,,,,,,,Nath and Maheshwari,1982,https://www.sciencedirect.com/science/article/pii/0020019082901314,,,,,,,,O(log^2(n)),O(log^2(n)),,O(n^2*log(n)),,,n: number of vertices,,,,SIMD-SM (CREW PRAM),,,,,,,,,0,,0,,0,1,n^2/log(n),0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2520,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Sollin method,,,,,,,,Nath and Maheshwari,1982,https://www.sciencedirect.com/science/article/pii/0020019082901314,,,,,,,,O(log^3(n)),O(log^3(n)),,O(n^2*log^2(n)),,,n: number of vertices,,,,SIMD-SM (EREW PRAM),,,,,,,,,0,,0,,0,1,n^2/log(n),0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2520,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),0.001,,,Kruskal method,,,,,,,,Kucera,1982,https://www.sciencedirect.com/science/article/pii/002001908290093X,,,,,,,,O(log(m)),,,,,,"n: number of edges
m: number of edges",,,,SIMD-SM-RW (CRCW PRAM?),,,,,,,,,,,,,,1,mn^4,,,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2521,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Sollin method,,,,,,,,Chin et al.,1982,https://dl.acm.org/doi/abs/10.1145/358628.358650,,,,,,,,O(log^2(n)),O(log^2(n)),,O(n^2),,,n: number of vertices,,,,SIMD-SM-R (CREW PRAM?),,,,,,,,,,,,,,1,n ceiling(n/log^2(n)),,,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2522,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),0,,,Sollin method,,,,,,,,Hambrusch,1982,https://www.proquest.com/docview/303249065?pq-origsite=gscholar&fromopenview=true,,,,,,,,O(n),,,,,,n: number of vertices,,,,"""Systolic array""",,,,,,,,,,,,,,1,n^2,,1,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2523,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),0,,,Sollin method,,,,,,,,Hirschberg,1982,"HIRSCHBERG, D. S. 1982. Parallel graph algorithms without memory conflicts.",,,,,,,,O(log(n)),,,,,,n: number of vertices,,,,SIMD-SM-RW (CRCW PRAM?),,,,,,,,,,,,,,1,O(n^3),,,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2524,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),0,,,Kruskal method,,,,,,,,Yoo,1983,https://www.osti.gov/biblio/5689584,,,,,,,,O(m),,,,,,m: number of edges,,,,MIMD-TC,,,,,,,,,,,,,,1,O(m),,,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2525,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,"""sufficiently dense""
m/n >= p",,Sollin method,,,,,,,,"Dehne, Gotz",1998,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=740525,,,,,,,,O(log p),O(log p),,"T_seq(n,m/p) + 2*T_seq(n, Dn) + O(n) + g*n + L*log p",,,"n: number of nodes
m: number of edges",,,,BSP,,,,,,,,,0,,0,,0,1,p (<= m/n),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,Euclidean MST,,,,,,,,,,"Wang, Yu, Gu, Shun",2021,https://dl.acm.org/doi/pdf/10.1145/3448016.3457296,,,,,,,,𝑂(log^2 𝑛),𝑂(log^2 𝑛),,𝑂(𝑛^2),,,n: number of vertices,,,,work-depth,,,,,,,,,0,,0,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,undirected,,,,,,,,,,"Johnson, Metaxas",1992,https://dl.acm.org/doi/pdf/10.1145/140901.141917,,,,,,,,O(log^{3/2}(n)),O(log^{3/2}(n)),,O(log^{3/2}(n)*(n+m)),,,"n: number of nodes
m: number of edges",,,,EREW PRAM,,,,,,,,,0,,0,,0,1,n+m,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Sollin method,,,,O((t_s + t_w)*m/p + log(n)*log log n),,,,"Chung, Condon",1996,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=508073,,,,,,,,,,,,,,"n: number of nodes
m: number of edges",,,,"a distributed memory model, in which processors communicate using messages",,,,,,,,,,,,,1,1,p,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,updating MST after k graph changes,,,,,,,,,,"Pawagi, Kaser",1991,https://link.springer.com/content/pdf/10.1007/BF01228509.pdf,,,,,,,,O(log n * log k),O(log n * log k),,O(nk),,,"n: number of nodes
k: number of changes to the graph (ins/del/cost changes)",,,,CREW PRAM,,,,,,,,,0,,0,,0,1,nk/(log n * log k),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),0,,,,,,,,,,,"Setia, Nedunchezhian, Balachandran",2009,https://www.researchgate.net/profile/Shankar-Balachandran/publication/228826032_A_new_parallel_algorithm_for_minimum_spanning_tree_problem/links/55938e4208ae1e9cb429a84e/A-new-parallel-algorithm-for-minimum-spanning-tree-problem.pdf,,,,,,,,,,,,,,,,,,SMP w/ shared memory,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,"Tripathy, Ray",2013,https://www.proquest.com/docview/1505018621,,,,,,,,O(m*log(n)/p),O(m*log(n)/p),,O(m*log(n)),,,"n: number of nodes
m: number of edges
p: number of processors",,,,"""multiprocessor system"", ""shared memory""",,,,,,,,,0,,0,,0,1,p <=n,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,relatively dense graphs (m >= n*p),,,,,,,,,,"Adler, Dittrich, Juurlink, Kutylowski, Rieping",1998,https://dl.acm.org/doi/pdf/10.1145/277651.277662,,,,,,,,O(log p),O(log p),,O(m/p + n * log log p + g * n + L* log p),,,"n: number of nodes
m: number of edges
p: number of processors",,,,BSP,,,,,,,,,0,,0,,0,1,p <= m/n,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,"relatively dense graphs (p^{1+eps} <= m/n, eps > 0)",,,,,,,,,,"Adler, Dittrich, Juurlink, Kutylowski, Rieping",1998,https://dl.acm.org/doi/pdf/10.1145/277651.277662,,,,,,,,O(1),O(1),,O(m/p + n + g*m/p^{1+eps/2} + L),,,"n: number of nodes
m: number of edges
p: number of processors",,,,BSP,,,,,,,,,0,,0,,0,1,"p^{1+eps} <= m/n
esp > 0",0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,all but very sparse graphs,,,,,,,,,,"Adler, Dittrich, Juurlink, Kutylowski, Rieping",1998,https://dl.acm.org/doi/pdf/10.1145/277651.277662,,,,,,,,O(log^2(p)/log((m+n)/p)),O(log^2(p)/log((m+n)/p)),,O(m/p + n/p*log p + g*(m/p + n/p*log p) + L*(log^2(p)/log((m+n)/p))) ,,,"n: number of nodes
m: number of edges
p: number of processors",,,,BSP,,,,,,,,,1,runtime bounds probability 1 - p^{-c} for any constant c > 0,0,,0,1,"p <= m + n
log p <= m/n <= p
eps > 0",0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,"Chong, Han, Lam",1999,https://hub.hku.hk/bitstream/10722/45607/1/40756.pdf?accept=1,,,,,,,,O(log n),O(log n),,O((n+m)*log n),,,"n: number of nodes
m: number of edges",,,,EREW PRAM,,,,,,,,,0,,0,,0,1,m+n,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),0,,,,,,,"Linear expected work
O(log n 2^{log^r (n)}) runtime",,https://dl.acm.org/doi/pdf/10.1145/201019.201022,,"Cole, Klein, Tarjan",1994,"R. Cole, P.N. Klein, R.E. Tarjan, A linear-work parallel algorithm for finding minimum spanning trees, in: Proceedings of the Sixth Annual Symposium on Parallel Algorithms and Architectures (SPAA94), Newport, RI, ACM, New York, June 1994, pp. 11–15.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,"Cole, Klein, Tarjan",1996,https://dl.acm.org/doi/pdf/10.1145/237502.237563,,,,,,,,O(log n),O(log n),,O(n),,,n: number of nodes,,,,CRCW PRAM,,,,,,,,,1,,0,,0,1,n/log n,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,undirected graph,,,,,,,,,,"PETTIE, RAMACHANDRAN",1999,https://epubs.siam.org/doi/epdf/10.1137/S0097539700371065,,,,,,,,O(log n),O(log n),,O(m+n),,,"n: number of nodes
m: number of edges",,,,EREW PRAM,,,,,,,,,1,1 - p^{-c} for any constant c > 0,0,,0,1,(m+n)/log n,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,m >= n/2,,,,,,"Expected time: o((log n)^{1+eps}) for any eps > 0
Expected work: O(m)",,,,"Poon, Ramachandran",1997,https://www.cs.utexas.edu/~vlr/papers/mst97.pdf,,,,,,,,,,,,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,,,,,,,,,1,,0,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,updating the MST after adding 1 node,,,,,,,,,,"Jung, Mehlhorn",1988,https://www.sciencedirect.com/science/article/pii/0020019088900841,,,,,,,,O(log n),O(log n),,O(n),,,n: number of nodes,,,,CRCW PRAM,,,,,,,,,0,,0,,0,1,n/log n,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,updating MST after k graph changes,,,,,,,,,,"Shen, Liang",1993,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=262898,,,,,,,,O(log k * log n) ,O(log k * log n) ,,O(n^2),,,"n: number of nodes
k: number of changes to the graph (ins/del/cost changes)",,,,SIMD CREW PRAM,,,,,,,,,0,,0,,0,1,O(n^2/(log k * log n)),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Prim's,,,,,,,,Akl,1986,https://link.springer.com/article/10.1007/BF02240073,,,,,,,,O(n),O(n),,O(n^2),,,n: number of nodes,,,,SM-SIMD (CRCW),,,,,,,,,0,,0,,0,1,O(n),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),0,,,,,,,,,,,Zhou,2017,http://algo2.iti.kit.edu/documents/Theses/msThesisZhou.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,Kruskal,,,,,,,,"Suraweera, Bhattacharya",1993,https://www.sciencedirect.com/science/article/pii/0020019093900196,,,,,,,,O(log m),O(log m),,O(m log m),,,"n: number of nodes
m: number of edges",,,,PRAM-CRCW,,,,,,,,,0,,0,,0,1,O(m),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,"AHRABIAN, NOWZARI-DALINI",2002,https://www.tandfonline.com/doi/pdf/10.1080/00207160210945,,,,,,,,O(n^2 log n),O(n^2 log n),,O(n^3),,,n: number of nodes,,,,,,,,,,,,,0,,0,,0,1,O(n/log n),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,"AHRABIAN, NOWZARI-DALINI",2002,https://www.tandfonline.com/doi/pdf/10.1080/00207160210945,,,,,,,,O(n^3*log(p)/p),O(n^3*log(p)/p),,O(n^3*log(p)),,,"n: number of nodes
p: number of processors",,,,CREW PRAM,,,,,,,,,0,,0,,0,1,p,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
